"","Entity","Code","Day","school_closures"
"737","Mexico","MEX","2022-01-26",0
"738","Mexico","MEX","2022-01-27",0
"739","Mexico","MEX","2022-01-28",0
"740","Mexico","MEX","2022-01-29",0
"741","Mexico","MEX","2022-01-30",0
"742","Mexico","MEX","2022-01-31",0
"743","Mexico","MEX","2022-02-01",0
"744","Mexico","MEX","2022-02-02",0
"745","Mexico","MEX","2022-02-03",0
"746","Mexico","MEX","2022-02-04",0
"747","Mexico","MEX","2022-02-05",0
"748","Mexico","MEX","2022-02-06",0
"749","Mexico","MEX","2022-02-07",0
"750","Mexico","MEX","2022-02-08",0
"751","Mexico","MEX","2022-02-09",0
"752","Mexico","MEX","2022-02-10",0
"753","Mexico","MEX","2022-02-11",0
"754","Mexico","MEX","2022-02-12",0
"755","Mexico","MEX","2022-02-13",0
"756","Mexico","MEX","2022-02-14",0
"757","Mexico","MEX","2022-02-15",0
"758","Mexico","MEX","2022-02-16",0
"759","Mexico","MEX","2022-02-17",0
"760","Mexico","MEX","2022-02-18",0
"761","Mexico","MEX","2022-02-19",0
"762","Mexico","MEX","2022-02-20",0
