"","Entity","Code","Day","restriction_gatherings"
"663","Mexico","MEX","2021-10-24",0
"664","Mexico","MEX","2021-10-25",0
"665","Mexico","MEX","2021-10-26",0
"666","Mexico","MEX","2021-10-27",0
"667","Mexico","MEX","2021-10-28",0
"668","Mexico","MEX","2021-10-29",0
"669","Mexico","MEX","2021-10-30",0
"670","Mexico","MEX","2021-10-31",0
"671","Mexico","MEX","2021-11-01",0
"672","Mexico","MEX","2021-11-02",0
"673","Mexico","MEX","2021-11-03",0
"674","Mexico","MEX","2021-11-04",0
"675","Mexico","MEX","2021-11-05",0
"676","Mexico","MEX","2021-11-06",0
"677","Mexico","MEX","2021-11-07",0
"678","Mexico","MEX","2021-11-08",0
"679","Mexico","MEX","2021-11-09",0
"680","Mexico","MEX","2021-11-10",0
"681","Mexico","MEX","2021-11-11",0
"682","Mexico","MEX","2021-11-12",0
"683","Mexico","MEX","2021-11-13",0
"684","Mexico","MEX","2021-11-14",0
"685","Mexico","MEX","2021-11-15",0
"686","Mexico","MEX","2021-11-16",0
"687","Mexico","MEX","2021-11-17",0
"688","Mexico","MEX","2021-11-18",0
"689","Mexico","MEX","2021-11-19",0
"690","Mexico","MEX","2021-11-20",0
"691","Mexico","MEX","2021-11-21",0
"692","Mexico","MEX","2021-11-22",0
"693","Mexico","MEX","2021-11-23",0
"694","Mexico","MEX","2021-11-24",0
"695","Mexico","MEX","2021-11-25",0
"696","Mexico","MEX","2021-11-26",0
"697","Mexico","MEX","2021-11-27",0
"698","Mexico","MEX","2021-11-28",0
"699","Mexico","MEX","2021-11-29",0
"700","Mexico","MEX","2021-11-30",0
"701","Mexico","MEX","2021-12-01",0
"702","Mexico","MEX","2021-12-02",0
"703","Mexico","MEX","2021-12-03",0
"704","Mexico","MEX","2021-12-04",0
"705","Mexico","MEX","2021-12-05",0
"706","Mexico","MEX","2021-12-06",0
"707","Mexico","MEX","2021-12-07",0
"708","Mexico","MEX","2021-12-08",0
"709","Mexico","MEX","2021-12-09",0
"710","Mexico","MEX","2021-12-10",0
"711","Mexico","MEX","2021-12-11",0
"712","Mexico","MEX","2021-12-12",0
"713","Mexico","MEX","2021-12-13",0
"714","Mexico","MEX","2021-12-14",0
"715","Mexico","MEX","2021-12-15",0
"716","Mexico","MEX","2021-12-16",0
"717","Mexico","MEX","2021-12-17",0
"718","Mexico","MEX","2021-12-18",0
"719","Mexico","MEX","2021-12-19",0
"720","Mexico","MEX","2021-12-20",0
"721","Mexico","MEX","2021-12-21",0
"722","Mexico","MEX","2021-12-22",0
"723","Mexico","MEX","2021-12-23",0
"724","Mexico","MEX","2021-12-24",0
"725","Mexico","MEX","2021-12-25",0
"726","Mexico","MEX","2021-12-26",0
"727","Mexico","MEX","2021-12-27",0
"728","Mexico","MEX","2021-12-28",0
"729","Mexico","MEX","2021-12-29",0
"730","Mexico","MEX","2021-12-30",0
"731","Mexico","MEX","2021-12-31",0
"732","Mexico","MEX","2022-01-01",0
"733","Mexico","MEX","2022-01-02",0
"734","Mexico","MEX","2022-01-03",0
"735","Mexico","MEX","2022-01-04",0
"736","Mexico","MEX","2022-01-05",0
"737","Mexico","MEX","2022-01-06",0
"738","Mexico","MEX","2022-01-07",0
"739","Mexico","MEX","2022-01-08",0
"740","Mexico","MEX","2022-01-09",0
"741","Mexico","MEX","2022-01-10",0
"742","Mexico","MEX","2022-01-11",0
"743","Mexico","MEX","2022-01-12",0
"744","Mexico","MEX","2022-01-13",0
"745","Mexico","MEX","2022-01-14",0
"746","Mexico","MEX","2022-01-15",0
"747","Mexico","MEX","2022-01-16",0
"748","Mexico","MEX","2022-01-17",0
"749","Mexico","MEX","2022-01-18",0
"750","Mexico","MEX","2022-01-19",0
"751","Mexico","MEX","2022-01-20",0
"752","Mexico","MEX","2022-01-21",0
"753","Mexico","MEX","2022-01-22",0
"754","Mexico","MEX","2022-01-23",0
"755","Mexico","MEX","2022-01-24",4
"756","Mexico","MEX","2022-01-25",4
"757","Mexico","MEX","2022-01-26",4
"758","Mexico","MEX","2022-01-27",4
"759","Mexico","MEX","2022-01-28",4
"760","Mexico","MEX","2022-01-29",4
"761","Mexico","MEX","2022-01-30",4
"762","Mexico","MEX","2022-01-31",4
"763","Mexico","MEX","2022-02-01",4
"764","Mexico","MEX","2022-02-02",4
"765","Mexico","MEX","2022-02-03",4
"766","Mexico","MEX","2022-02-04",4
"767","Mexico","MEX","2022-02-05",4
"768","Mexico","MEX","2022-02-06",4
"769","Mexico","MEX","2022-02-07",0
"770","Mexico","MEX","2022-02-08",0
"771","Mexico","MEX","2022-02-09",0
"772","Mexico","MEX","2022-02-10",0
"773","Mexico","MEX","2022-02-11",0
"774","Mexico","MEX","2022-02-12",0
"775","Mexico","MEX","2022-02-13",0
"776","Mexico","MEX","2022-02-14",0
"777","Mexico","MEX","2022-02-15",0
"778","Mexico","MEX","2022-02-16",0
"779","Mexico","MEX","2022-02-17",0
"780","Mexico","MEX","2022-02-18",0
"781","Mexico","MEX","2022-02-19",0
"782","Mexico","MEX","2022-02-20",0
